# File: 4_asses.masses_E4Proxy
# Processed: 2025-12-29T22:52:03.792Z
# Sheets: 9

RowNumber,SheetName,Context,Key,Utterer,SourceEnglish,TranslatedDutch,ProcessedAt
2,E4_EpisodeTitle_localization,,WRITE.Dialog:Localizer.5,WRITE.Dialog:Localizer.5,EPISODE FOUR,"",2025-12-29T22:52:03.792Z
3,E4_EpisodeTitle_localization,,WRITE.Dialog:Localizer.7,WRITE.Dialog:Localizer.7,THE PATH,"",2025-12-29T22:52:03.792Z
4,E4_EpisodeTitle_localization,,WRITE.Dialog:Localizer.8,WRITE.Dialog:Localizer.8,Press X to Begin,"",2025-12-29T22:52:03.792Z
3,E4_HideAndSeek_localization,Black screen. Echoes of dialogue from back inside the Mine.,SAY.Dialog:Introduction.3.Kick Ass,SAY.Dialog:Introduction.3.Kick Ass,Sick Ass? Are you with me?,"",2025-12-29T22:52:03.792Z
4,E4_HideAndSeek_localization,,SAY.Dialog:Introduction.25.Kick Ass,SAY.Dialog:Introduction.25.Kick Ass,@#$%&! SICK?!,"",2025-12-29T22:52:03.792Z
5,E4_HideAndSeek_localization,Work whistle. Fade up to Sick Ass outside of the Mines.,SAY.Dialog:Introduction.16.Sick Ass,SAY.Dialog:Introduction.16.Sick Ass,*COUGH*,"",2025-12-29T22:52:03.792Z
6,E4_HideAndSeek_localization,Kick Ass enters frame.,SAY.Dialog:Introduction.56.Kick Ass,SAY.Dialog:Introduction.56.Kick Ass,Hey sis'—it's BREAK TIME!,"",2025-12-29T22:52:03.792Z
7,E4_HideAndSeek_localization,,SAY.Dialog:Introduction.58.Kick Ass,SAY.Dialog:Introduction.58.Kick Ass,Wanna play HIDE AND SEEK?,"",2025-12-29T22:52:03.792Z
8,E4_HideAndSeek_localization,Dialogue 1.1.,MENU.Dialog:Introduction.60,MENU.Dialog:Introduction.60,*COUGH*,"",2025-12-29T22:52:03.792Z
9,E4_HideAndSeek_localization,,SAY.Dialog:Introduction.72.Sick Ass,SAY.Dialog:Introduction.72.Sick Ass,*COUGH*,"",2025-12-29T22:52:03.792Z
10,E4_HideAndSeek_localization,Jump to line 14.,SAY.Dialog:Introduction.21.Kick Ass,SAY.Dialog:Introduction.21.Kick Ass,Yes? GREAT!,"",2025-12-29T22:52:03.792Z
11,E4_HideAndSeek_localization,Dialogue 1.2.,MENU.Dialog:Introduction.61,MENU.Dialog:Introduction.61,*COUGH COUGH*,"",2025-12-29T22:52:03.792Z
12,E4_HideAndSeek_localization,,SAY.Dialog:Introduction.12.Sick Ass,SAY.Dialog:Introduction.12.Sick Ass,*COUGH COUGH*,"",2025-12-29T22:52:03.792Z
13,E4_HideAndSeek_localization,Jump to line 14.,SAY.Dialog:Introduction.17.Kick Ass,SAY.Dialog:Introduction.17.Kick Ass,"No? Ha ha. Don't worry, I'll go easy on you.","",2025-12-29T22:52:03.792Z
14,E4_HideAndSeek_localization,Dialogues (1.1 and 1.2) converge.,SAY.Dialog:Introduction.22.Kick Ass,SAY.Dialog:Introduction.22.Kick Ass,I'll start COUNTING!,"",2025-12-29T22:52:03.792Z
