# File: 10_asses.masses_E10Proxy
# Processed: 2025-08-21T22:17:44.196Z
# Sheets: 11

RowNumber,SheetName,Context,Key,Utterer,SourceEnglish,TranslatedDutch,ProcessedAt
3,E10_EpisodeTitle_localization,"","",WRITE.Dialog:Localizer.5,EPISODE TEN,"",2025-08-21T22:17:44.196Z
4,E10_EpisodeTitle_localization,"","",WRITE.Dialog:Localizer.7,THE RIOT,"",2025-08-21T22:17:44.196Z
5,E10_EpisodeTitle_localization,"","",WRITE.Dialog:Localizer.8,Press X to Begin,"",2025-08-21T22:17:44.196Z
3,E10_Slow_localization,"A riot ensues in the streets, led by the donkeys.","",SAY.Dialog_E10_Slow.9.Proper Ass,What would we like?!,"",2025-08-21T22:17:44.196Z
4,E10_Slow_localization,"","",SAY.Dialog_E10_Slow.50.The Masses,System change!,"",2025-08-21T22:17:44.196Z
5,E10_Slow_localization,"","",SAY.Dialog_E10_Slow.51.Proper Ass,When would we prefer to have it?!,"",2025-08-21T22:17:44.196Z
6,E10_Slow_localization,"","",SAY.Dialog_E10_Slow.52.The Masses,NOW!,"",2025-08-21T22:17:44.196Z
7,E10_Slow_localization,"","",SAY.Dialog_E10_Slow.67.Proper Ass,Who's going to prevent us?!,"",2025-08-21T22:17:44.196Z
8,E10_Slow_localization,"","",SAY.Dialog_E10_Slow.68.The Masses,NO ONE!,"",2025-08-21T22:17:44.196Z
9,E10_Slow_localization,"Our core cast drives past the riot in the tractor, which promptly dies. The Herd emerges onto the street","",SAY.Dialog_E10_Slow.54.Thirsty Ass,Aw dang! The Tractor-Machine's choking. Maybe it needs a break.,Zefix! Die Traktor-Maschin' gibt ean Geist auf. Vielleicht braucht's a Paus'n.,2025-08-21T22:17:44.196Z
10,E10_Slow_localization,"","",SAY.Dialog_E10_Slow.55.Nice Ass,"Golly, who are these Asses?","",2025-08-21T22:17:44.196Z
11,E10_Slow_localization,Said if Sad Ass is not in the party.,"",SAY.Dialog_E10_Slow.159.Nice Ass,How will we ever find our Comrades?,"",2025-08-21T22:17:44.196Z
12,E10_Slow_localization,"Said instead of the line above, if Sad Ass is in the party.","",SAY.Dialog_E10_Slow.161.Sad Ass,It'll be impossible to find the others in this mess...,"",2025-08-21T22:17:44.196Z
13,E10_Slow_localization,"","",SAY.Dialog_E10_Slow.163.Sad Ass,I have a bad feeling about this...,"",2025-08-21T22:17:44.196Z
14,E10_Slow_localization,"","",SAY.Dialog_E10_Slow.140.Thirsty Ass,Slow Ass! Where in the world did ya bring us to?!,Lahm-Esel! Wo host du uns denn hi bracht?,2025-08-21T22:17:44.196Z
15,E10_Slow_localization,"","",SAY.Dialog_E10_Slow.142.Slow Ass,Smart and the others are b-bound to b-be here somewhere.,"",2025-08-21T22:17:44.196Z
16,E10_Slow_localization,"","",SAY.Dialog_E10_Slow.157.Hard Ass,Stay focused.,"",2025-08-21T22:17:44.196Z
17,E10_Slow_localization,"","",SAY.Dialog_E10_Slow.158.Hard Ass,We will cover more ground by splitting up.,"",2025-08-21T22:17:44.196Z
18,E10_Slow_localization,Said if the Good Hard Ass won in the E6 Nightmare fight,"",SAY.Dialog_E10_Slow.135.Hard Ass,Find the others and meet back here as soon as you can.,"",2025-08-21T22:17:44.196Z
19,E10_Slow_localization,"Everyone runs off, we're left with Slow Ass who has to fight.","",SAY.Dialog_E10_Slow.136.Hard Ass,And be careful.,"",2025-08-21T22:17:44.196Z
20,E10_Slow_localization,Said if the Bad Hard Ass won in the E6 Nightmare fight,"",SAY.Dialog_E10_Slow.134.Hard Ass,If you come across any Humans. Don't hold back.,"",2025-08-21T22:17:44.196Z
21,E10_Slow_localization,"Everyone runs off, we're left with Slow Ass who has to fight.","",SAY.Dialog_E10_Slow.125.Hard Ass,Move!,"",2025-08-21T22:17:44.196Z
22,E10_Slow_localization,"Post Slow-Ass Fight, if went to Circus","",SAY.Dialog_E10_Slow.77.Slow Ass,Oof! They saw right through my costume...,"",2025-08-21T22:17:44.196Z
23,E10_Slow_localization,"Post Slow-Ass Fight, if went to Zoo","",SAY.Dialog_E10_Slow.78.Slow Ass,Oof! If only I had my Ointment...,"",2025-08-21T22:17:44.196Z
3,E10_Nice_localization,"Zooming over to elsewhere in the city, we see Nice Ass about to fight.","",SAY.Dialog:E10_Nice.11.Nice Ass,Gosh! I gotta find the others before it's too late!,"",2025-08-21T22:17:44.196Z
4,E10_Nice_localization,"Post Nice-Ass Fight, if lost the fight and Sad isn't in the city (left the rest of the Herd at the Zoo). The camera fades out.","",SAY.Dialog:E10_Nice.45.Nice Ass,Yikes...,"",2025-08-21T22:17:44.196Z
5,E10_Nice_localization,"Post Nice-Ass Fight, if lost the fight and Sad is in the city (was in the factory). 
Sad Ass finds Nice Ass on the ground, beaten.","",SAY.Dialog:E10_Nice.32.Nice Ass,Sad Ass? Is that you?,"",2025-08-21T22:17:44.196Z
6,E10_Nice_localization,"","",SAY.Dialog:E10_Nice.53.Sad Ass,"Comrade, what are you doing here?","",2025-08-21T22:17:44.196Z
7,E10_Nice_localization,"","",SAY.Dialog:E10_Nice.54.Nice Ass,We... came to rescue you.,"",2025-08-21T22:17:44.196Z
8,E10_Nice_localization,"","",SAY.Dialog:E10_Nice.48.Sad Ass,"Oh Nice, you've always come to my rescue... I'm glad I can come to yours for once...","",2025-08-21T22:17:44.196Z
9,E10_Nice_localization,They run off.,"",SAY.Dialog:E10_Nice.52.Sad Ass,"Let's go, Comrade.","",2025-08-21T22:17:44.196Z
10,E10_Nice_localization,"Post Nice-Ass Fight, if won the fight and Sad is in the city (was in the factory). 
Nice Ass finds Sad Ass on the ground, beaten.","",SAY.Dialog:FindingSadAss.2.Nice Ass,Sad Ass! Can you hear me?,"",2025-08-21T22:17:44.196Z
11,E10_Nice_localization,"","",SAY.Dialog:FindingSadAss.4.Sad Ass,Nice Ass? You saved me... again?,"",2025-08-21T22:17:44.196Z
12,E10_Nice_localization,"","",SAY.Dialog:FindingSadAss.18.Nice Ass,That's what Comrades do.,"",2025-08-21T22:17:44.196Z
13,E10_Nice_localization,"","",SAY.Dialog:FindingSadAss.16.Sad Ass,Even after I chose to leave Fannyside?,"",2025-08-21T22:17:44.196Z
14,E10_Nice_localization,"","",SAY.Dialog:FindingSadAss.21.Sad Ass,I guess I can always count on you no matter what trouble I end up in...,"",2025-08-21T22:17:44.196Z
15,E10_Nice_localization,"","",SAY.Dialog:FindingSadAss.17.Nice Ass,Yuppers! Of course you can!,"",2025-08-21T22:17:44.196Z
16,E10_Nice_localization,They run off.,"",SAY.Dialog:FindingSadAss.20.Nice Ass,"Now, let's go find the others!","",2025-08-21T22:17:44.196Z
3,E10_Sad_localization,"Zooming over to elsewhere in the city, we see Sad Ass about to fight (if Sad Ass is in the city).","",SAY.Dialog:E10_Sad.10.Sad Ass,I'm done with mourning Comrades...,"",2025-08-21T22:17:44.196Z
4,E10_Sad_localization,"Post Sad-Ass Fight, if lost the fight.","",SAY.Dialog:E10_Sad.13.Sad Ass,*whimper*,"",2025-08-21T22:17:44.196Z
