# File: 3_asses.masses_E3Proxy
# Processed: 2025-12-29T08:53:10.841Z
# Sheets: 10

RowNumber,SheetName,Context,Key,Utterer,SourceEnglish,TranslatedDutch,ProcessedAt
3,E3_EpisodeTitle_localization,Title text on screen,,WRITE.Dialog:Localizer.5,EPISODE THREE,AFLVERING DRIE,2025-12-29T08:53:10.841Z
4,E3_EpisodeTitle_localization,,,WRITE.Dialog:Localizer.7,THE MINE,DE MIJN,2025-12-29T08:53:10.841Z
5,E3_EpisodeTitle_localization,,,WRITE.Dialog:Localizer.8,Press X to Begin,Druk X om te Beginnen,2025-12-29T08:53:10.841Z
6,E3_EpisodeTitle_localization,,,WRITE.Dialog:Localizer.12,3 weeks later,3 weken later,2025-12-29T08:53:10.841Z
7,E3_EpisodeTitle_localization,Hard Ass, Kick Ass, and Sick Ass are running back to the Mine in the heavy rain.,,SAY.Dialog:WaitUp.21.Hard Ass,"Hurry up, Sick Ass!","Opschieten, Snotezel!",2025-12-29T08:53:10.841Z
8,E3_EpisodeTitle_localization,,,SAY.Dialog:WaitUp.26.Kick Ass,She's doing HER BEST!,Ze doet HAAR BEST!,2025-12-29T08:53:10.841Z
9,E3_EpisodeTitle_localization,,,SAY.Dialog:WaitUp.24.Sick Ass,*COUGH*,*KUCH*,2025-12-29T08:53:10.841Z
10,E3_EpisodeTitle_localization,,,SAY.Dialog:WaitUp.27.Kick Ass,@#$%&!,@#$%&!,2025-12-29T08:53:10.841Z
3,E3_Mine1FOpening_localization,The screen fades up from black to reveal Sturdy listening to the Foal (her now-born daughter).,,SAY.Dialog:ScavengersReturn.116.{$NewName},"Comrade Mother, will this crappy weather ever end?","Kameraad Moeder, gaat dit kloteweeer ooit nog stoppen?",2025-12-29T08:53:10.841Z
4,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.1.{$NewName},I'm cold.,'k Heb het koud.,2025-12-29T08:53:10.841Z
5,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.118.{$NewName},I'm hungry.,'k Heb honger.,2025-12-29T08:53:10.841Z
6,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.117.{$NewName},I'm damp.,'k Ben nat.,2025-12-29T08:53:10.841Z
7,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.115.{$NewName},And worst of all...,En het ergste van al...,2025-12-29T08:53:10.841Z
8,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.114.{$NewName},I'M BORED.,'K VERVEEL MIJ DOOD.,2025-12-29T08:53:10.841Z
9,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.392.Sturdy Ass,"My Foal, I'm sorry you can't have the childhood I had toiling in the fields.","Mijn Veulentje, 't spijt me dat ge geen kindertijd kunt hebben zoals ik, zwoegend op het veld.",2025-12-29T08:53:10.841Z
10,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.96.Sturdy Ass,But soon the Gods will destroy the evil Machines and the Humans will return to us.,Maar binnenkort gaan de Goden die slechte Machines kapotmaken en komen de Mensen terug naar ons.,2025-12-29T08:53:10.841Z
11,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.452.Sturdy Ass,Then you will grow up to have a life full of true and honest work.,Dan groeit ge op met een leven vol echt en eerlijk werk.,2025-12-29T08:53:10.841Z
12,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.99.{$NewName},Is work...really thaaaaaaat great?,Is werken... echt zooooooo geweldig?,2025-12-29T08:53:10.841Z
13,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.98.Sturdy Ass,How can you ask that?!,Hoe kunt ge dat nu vragen?!,2025-12-29T08:53:10.841Z
14,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.101.Sturdy Ass,The Gods gave our Ancestors the power to work.,De Goden gaven onze Voorouders de kracht om te werken.,2025-12-29T08:53:10.841Z
15,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.394.Sturdy Ass,They lived at work. And they died at work.,Ze leefden op het werk. En ze stierven op het werk.,2025-12-29T08:53:10.841Z
16,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.393.Sturdy Ass,Work is in your Soul.,Werk zit in uw Ziel.,2025-12-29T08:53:10.841Z
17,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.103.{$NewName},But Comrade Mother...,Maar Kameraad Moeder...,2025-12-29T08:53:10.841Z
18,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.105.{$NewName},What if I don't want to work...?,Wat als ik niet wil werken...?,2025-12-29T08:53:10.841Z
19,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.107.{$NewName},What if I want to jump around and explore?,Wat als ik wil rondspringen en ontdekken?,2025-12-29T08:53:10.841Z
20,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.106.{$NewName},What if I just want... to play?,Wat als ik gewoon... wil spelen?,2025-12-29T08:53:10.841Z
21,E3_Mine1FOpening_localization,Big Ass enters frame with an announcement.,,SAY.Dialog:ScavengersReturn.13.Big Ass,"{vpunch=100,0.75}I have a massive announcement, Comrade Sturdy! Hard, Kick, and Sick are back!","{vpunch=100,0.75}Ik heb een mega aankondiging, Kameraad Stoere! Harde, Trap, en Zieke zijn terug!",2025-12-29T08:53:10.841Z
22,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.15.{$NewName},Wahoo!,Joepie!,2025-12-29T08:53:10.841Z
23,E3_Mine1FOpening_localization,Sturdy, The Foal, and Big Ass all go to meet the others.,,SAY.Dialog:ScavengersReturn.121.Sturdy Ass,"If we're lucky, the scavengers will have found enough food tonight for everyone...","Als we geluk hebben, hebben de opruimers vanavond genoeg eten gevonden voor iedereen...",2025-12-29T08:53:10.841Z
24,E3_Mine1FOpening_localization,The Herd convenes at the mouth of the cave to greet the Scavengers (Hard, Sick, and Kick).,,SAY.Dialog:ScavengersReturn.26.Hard Ass,We're back.,We zijn terug.,2025-12-29T08:53:10.841Z
25,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.395.Sick Ass,*COUGH*,*KUCH*,2025-12-29T08:53:10.841Z
26,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.27.Sturdy Ass,"Well done, Comrades—","Goed gedaan, Kameraden—",2025-12-29T08:53:10.841Z
27,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.30.{$NewName},"Tell me about your adventures, Uncle Kick!","Vertel mij over uw avonturen, Nonkel Hoef!",2025-12-29T08:53:10.841Z
28,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.109.Sturdy Ass,"Not now, child. Let them set down the cart and dry off.","Niet nu, kind. Laat ze eerst de kar neerzetten en afdrogen.",2025-12-29T08:53:10.841Z
29,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.31.Big Ass,Is that all the food you managed to find?,Is dat al het eten dat ge hebt kunnen vinden?,2025-12-29T08:53:10.841Z
30,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.29.Hard Ass,The river was flooded.,De rivier was overstroomd.,2025-12-29T08:53:10.841Z
31,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.345.Hard Ass,We couldn’t forage in the usual spots.,We konden niet zoeken op de gewone plekken.,2025-12-29T08:53:10.841Z
32,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.411.Sturdy Ass,"It's not enough food, but we’ll make it last.","'t Is niet genoeg eten, maar we laten het wel rekken.",2025-12-29T08:53:10.841Z
33,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.347.Sturdy Ass,"Smart Ass, divide the rations.","Betweter, verdeel de ratioenen.",2025-12-29T08:53:10.841Z
34,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.349.Smart Ass,"Equally this time, right?","Gelijk deze keer, toch?",2025-12-29T08:53:10.841Z
35,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.350.Smart Ass,"Oh come on, an Ass can’t joke on an empty stomach?","Ah komaan, een Ezelin kan toch geen grappen maken met een lege maag?",2025-12-29T08:53:10.841Z
36,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.397.Big Ass,Were there any noticeable signs of Humans?,Waren er tekenen van Mensen?,2025-12-29T08:53:10.841Z
37,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.355.Hard Ass,The Humans are all gone.,De Mensen zijn allemaal weg.,2025-12-29T08:53:10.841Z
38,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.208.Hard Ass,We should forget about them.,We moeten ze vergeten.,2025-12-29T08:53:10.841Z
39,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.399.Hard Ass,We can be our own Masters.,We kunnen onze eigen Bazen zijn.,2025-12-29T08:53:10.841Z
40,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.164.Smart Ass,OUR OWN MASTERS?!,ONZE EIGEN BAZEN?!,2025-12-29T08:53:10.841Z
41,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.401.Smart Ass,Without Humans we'll all—,Zonder Mensen gaan we allemaal—,2025-12-29T08:53:10.841Z
42,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.402.Hard Ass,"Kick, Sick, and I are risking our health and making sacrifices for the Herd.","Trap, Zieke, en ik riskeren onze gezondheid en maken offers voor de Kudde.",2025-12-29T08:53:10.841Z
43,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.403.Hard Ass,What are you doing to help to save the Herd?,Wat doet gij om de Kudde te redden?,2025-12-29T08:53:10.841Z
44,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.173.Sick Ass,*COUGH*,*KUCH*,2025-12-29T08:53:10.841Z
45,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.405.Smart Ass,YOU'RE the expert on saving are you?!,GIJ zijt de expert in redden zeker?!,2025-12-29T08:53:10.841Z
46,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.353.Sick Ass,*COUGH COUGH*,*KUCH KUCH*,2025-12-29T08:53:10.841Z
47,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.407.Smart Ass,You couldn't save Lazy Ass and you couldn't save a single Human—,Ge kon Luie Zak niet redden en ge kon geen enkele Mens redden—,2025-12-29T08:53:10.841Z
48,E3_Mine1FOpening_localization,,,SAY.Dialog:ScavengersReturn.406.Sick Ass,*COUGH COUGH*—,*KUCH KUCH*—,2025-12-29T08:53:10.841Z
