# File: 5_asses.masses_E5Proxy
# Processed: 2025-08-21T22:17:44.671Z
# Sheets: 7

RowNumber,SheetName,Context,Key,Utterer,SourceEnglish,TranslatedDutch,ProcessedAt
3,E5_Highway_localization,Shouted from off-screen at the top of the scene. The Player then gets control of Slow Ass.,"Afanya't, Coixase!",SAY.Dialog:HurryUp.1.Smart Ass,Hurry up Slow Ass!,"",2025-08-21T22:17:44.671Z
4,E5_Highway_localization,Random efforts from when Slow Ass is walking/jumping.,Ai... els genolls.,SAY.Dialog:OwMyKnees.1.Slow Ass,Ow... my knees.,"",2025-08-21T22:17:44.671Z
5,E5_Highway_localization,Random efforts from when Slow Ass is walking/jumping.,Uf...,SAY.Dialog:OwMyKnees.48.Slow Ass,Oof...,"",2025-08-21T22:17:44.671Z
6,E5_Highway_localization,Random efforts from when Slow Ass is walking/jumping.,Ah... l'artritis!,SAY.Dialog:OwMyKnees.49.Slow Ass,Ah... my arthritis!,"",2025-08-21T22:17:44.671Z
7,E5_Highway_localization,Random efforts from when Slow Ass is walking/jumping.,*gruny*,SAY.Dialog:OwMyKnees.50.Slow Ass,*grunt*,"",2025-08-21T22:17:44.671Z
8,E5_Highway_localization,Random efforts from when Slow Ass is walking/jumping.,"Som-hi genolls, ara no em podeu fallar!",SAY.Dialog:OwMyKnees.52.Slow Ass,"C'mon knees, don't fail me now!","",2025-08-21T22:17:44.671Z
9,E5_Highway_localization,Random efforts from when Slow Ass is walking/jumping.,Soc massa vell per galopar...,SAY.Dialog:OwMyKnees.57.Slow Ass,I'm too old for jumping...,"",2025-08-21T22:17:44.671Z
10,E5_Highway_localization,Random efforts from when Slow Ass is walking/jumping.,Un pas rere l'altre...,SAY.Dialog:OwMyKnees.54.Slow Ass,One step at a time...,"",2025-08-21T22:17:44.671Z
11,E5_Highway_localization,Random efforts from when Slow Ass is walking/jumping.,*panteixa*,SAY.Dialog:OwMyKnees.55.Slow Ass,*heavy breathing*,"",2025-08-21T22:17:44.671Z
12,E5_Highway_localization,Random efforts from when Slow Ass is walking/jumping.,Pobres articulacions.,SAY.Dialog:OwMyKnees.56.Slow Ass,My poor joints.,"",2025-08-21T22:17:44.671Z
13,E5_Highway_localization,Random efforts from when Slow Ass is walking/jumping.,Ai!!! Quin mal!,SAY.Dialog:OwMyKnees.51.Slow Ass,Ooo the pain!,"",2025-08-21T22:17:44.671Z
14,E5_Highway_localization,Slow Ass catches up with the rest of the group.,Ei! Per què trigues tant?,SAY.Dialog:ZooOrCircus.21.Smart Ass,Hey! What's taking you so long?,"",2025-08-21T22:17:44.671Z
15,E5_Highway_localization,Jump to line 16 or 18.,Què us havia dit? Feines!,SAY.Dialog:ZooOrCircus.20.Smart Ass,What did I tell you! Jobs!,"",2025-08-21T22:17:44.671Z
16,E5_Highway_localization,Branch 1.1. To the Zoo.,Zoo,MENU.Dialog:ZooOrCircus.2,Zoo,"",2025-08-21T22:17:44.671Z
17,E5_Highway_localization,The Herd runs off. End of scene.,A l'esquerra!,SAY.Dialog:ZooOrCircus.11.Smart Ass,To the left!,"",2025-08-21T22:17:44.671Z
18,E5_Highway_localization,Branch 1.2. To the Circus.,Circ,MENU.Dialog:ZooOrCircus.3,Circus,"",2025-08-21T22:17:44.671Z
19,E5_Highway_localization,The Herd runs off. End of scene.,A la dreta!,SAY.Dialog:ZooOrCircus.10.Smart Ass,To the right!,"",2025-08-21T22:17:44.671Z
2,E5_EpisodeTitle_Circus_localiza,"",EPISODI CINC,WRITE.Dialog:Localizer.5,EPISODE FIVE,"",2025-08-21T22:17:44.671Z
3,E5_EpisodeTitle_Circus_localiza,"",EL CIRC,WRITE.Dialog:Localizer.7,THE CIRCUS,"",2025-08-21T22:17:44.671Z
4,E5_EpisodeTitle_Circus_localiza,"",Prem X per començar,WRITE.Dialog:Localizer.8,Press X to Begin,"",2025-08-21T22:17:44.671Z
3,E5_CircusMain_localization,"",6 mesos després,WRITE.Dialog:Localizer.1,6 months later,"",2025-08-21T22:17:44.671Z
4,E5_CircusMain_localization,"",ACTE U,WRITE.Dialog:Localizer.2,ACT ONE,"",2025-08-21T22:17:44.671Z
5,E5_CircusMain_localization,"",ACTE DOS,WRITE.Dialog:Localizer.3,ACT TWO,"",2025-08-21T22:17:44.671Z
6,E5_CircusMain_localization,"",ACTE TRES,WRITE.Dialog:Localizer.4,ACT THREE,"",2025-08-21T22:17:44.671Z
7,E5_CircusMain_localization,"",ACTE QUATRE,WRITE.Dialog:Localizer.5,ACT FOUR,"",2025-08-21T22:17:44.671Z
8,E5_CircusMain_localization,"",ACTE CINC,WRITE.Dialog:Localizer.6,ACT FIVE,"",2025-08-21T22:17:44.671Z
