# File: 9_asses.masses_E9Proxy
# Processed: 2025-08-21T22:17:44.878Z
# Sheets: 5

RowNumber,SheetName,Context,Key,Utterer,SourceEnglish,TranslatedDutch,ProcessedAt
2,E9_EpisodeTitle_localization,"","",WRITE.Dialog:Localizer.5,EPISODE NINE,"",2025-08-21T22:17:44.878Z
3,E9_EpisodeTitle_localization,"","",WRITE.Dialog:Localizer.7,THE MACHINES,"",2025-08-21T22:17:44.878Z
4,E9_EpisodeTitle_localization,"","",WRITE.Dialog:Localizer.8,Press X to Begin,"",2025-08-21T22:17:44.878Z
2,E9_Captcha_localization,"","",WRITE.Dialog:Localizer.1,Donkeys,"",2025-08-21T22:17:44.878Z
3,E9_Captcha_localization,"","",WRITE.Dialog:Localizer.8,Equines,"",2025-08-21T22:17:44.878Z
4,E9_Captcha_localization,"","",WRITE.Dialog:Localizer.7,Mammals,"",2025-08-21T22:17:44.878Z
5,E9_Captcha_localization,"","",WRITE.Dialog:Localizer.6,Animals,"",2025-08-21T22:17:44.878Z
6,E9_Captcha_localization,"","",WRITE.Dialog:Localizer.5,Animate Beings,"",2025-08-21T22:17:44.878Z
7,E9_Captcha_localization,"","",WRITE.Dialog:Localizer.4,Somethings,"",2025-08-21T22:17:44.878Z
8,E9_Captcha_localization,"","",WRITE.Dialog:Localizer.3,Inanimate Objects,"",2025-08-21T22:17:44.878Z
9,E9_Captcha_localization,"","",WRITE.Dialog:Localizer.2,Tools,"",2025-08-21T22:17:44.878Z
10,E9_Captcha_localization,"","",WRITE.Dialog:Localizer.12,Machines,"",2025-08-21T22:17:44.878Z
11,E9_Captcha_localization,"","",WRITE.Dialog:Localizer.11,Computers,"",2025-08-21T22:17:44.878Z
12,E9_Captcha_localization,"","",WRITE.Dialog:Localizer.10,Robots,"",2025-08-21T22:17:44.878Z
3,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.544.Cole-Machine,I did it... I really did it!,"",2025-08-21T22:17:44.878Z
4,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.546.Cole-Machine,All our work paid off—the Ass Soul Transfer was successful!,"",2025-08-21T22:17:44.878Z
5,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.547.Cole-Machine,I can finally go to Mecha City!,"",2025-08-21T22:17:44.878Z
6,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.2.{$NewName},Uncle Bad Ass?,"",2025-08-21T22:17:44.878Z
7,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.6.Cole-Machine,"Don't call me Bad Ass, my name is Cole.","",2025-08-21T22:17:44.878Z
8,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.8.Cole-Machine,I've finally shed that ridiculous donkey form!,"",2025-08-21T22:17:44.878Z
9,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.11.{$NewName},Uncle Bad—Cole... is being a donkey such a terrible thing?,"",2025-08-21T22:17:44.878Z
10,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.12.Cole-Machine,"Kid, there's no good reason to be a 'donkey' or a 'Human' or whatever.","",2025-08-21T22:17:44.878Z
11,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.20.Cole-Machine,It's all about what's on the inside and what you aspire to do in this world.,"",2025-08-21T22:17:44.878Z
12,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.17.Cole-Machine,But.,"",2025-08-21T22:17:44.878Z
13,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.15.Cole-Machine,If you have a restless soul that wants to be taken seriously and change this world...,"",2025-08-21T22:17:44.878Z
14,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.25.Cole-Machine,"Then, given the historical prejudice against donkeys, being a donkey is...","",2025-08-21T22:17:44.878Z
15,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.23.Cole-Machine,Not fun.,"",2025-08-21T22:17:44.878Z
16,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.656.Cole-Machine,"The System is rigged against donkeys, among others.","",2025-08-21T22:17:44.878Z
17,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.22.Cole-Machine,Thanks for all your help kid.,"",2025-08-21T22:17:44.878Z
18,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.21.{$NewName},Are you going to Mecha City now...?,"",2025-08-21T22:17:44.878Z
19,E9_BadCave_localization,Dialogue option 1.,"",MENU.Dialog:BadTransformation.636,I'll come back to visit.,"",2025-08-21T22:17:44.878Z
20,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.634.Cole-Machine,"Don't worry, I'll come back to visit.","",2025-08-21T22:17:44.878Z
21,E9_BadCave_localization,Dialogue option 2.,"",MENU.Dialog:BadTransformation.637,I'll never forget you.,"",2025-08-21T22:17:44.878Z
22,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.635.Cole-Machine,You were a great Assistant. I'll never forget you.,"",2025-08-21T22:17:44.878Z
23,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.630.{$NewName},But I want to see Mecha City too! We can go together!,"",2025-08-21T22:17:44.878Z
24,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.631.Cole-Machine,"Kid, the world out there isn't safe for donkeys. You know that.","",2025-08-21T22:17:44.878Z
25,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.551.{$NewName},Then... can I become a Machine too?,"",2025-08-21T22:17:44.878Z
26,E9_BadCave_localization,"","",MENU.Dialog:BadTransformation.609,We can play games during our breaks.,"",2025-08-21T22:17:44.878Z
27,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.614.{$NewName},We can play games during our breaks.,"",2025-08-21T22:17:44.878Z
28,E9_BadCave_localization,"","",MENU.Dialog:BadTransformation.608,We can invent new Machines!,"",2025-08-21T22:17:44.878Z
29,E9_BadCave_localization,"","",SAY.Dialog:BadTransformation.617.{$NewName},We can invent new Machines!,"",2025-08-21T22:17:44.878Z
