# File: 7_asses.masses_E7Proxy
# Processed: 2025-08-21T22:17:44.818Z
# Sheets: 17

RowNumber,SheetName,Context,Key,Utterer,SourceEnglish,TranslatedDutch,ProcessedAt
3,E7_Opening_localization,Two Factory workers stand outside during a smoke break.,"",SAY.Dialog:Opening.2.Melvin,Maybe we should get back to work now?,"",2025-08-21T22:17:44.818Z
4,E7_Opening_localization,"","",SAY.Dialog:Opening.7.Wedgie,Settle down—we're on break!,"",2025-08-21T22:17:44.818Z
5,E7_Opening_localization,"","",SAY.Dialog:Opening.6.Melvin,I can't afford to lose this job...,"",2025-08-21T22:17:44.818Z
6,E7_Opening_localization,"","",SAY.Dialog:Opening.29.Melvin,Mme. Derriere has been hinting that she's going to automate every department!,"",2025-08-21T22:17:44.818Z
7,E7_Opening_localization,"","",SAY.Dialog:Opening.30.Melvin,She's obsessed with efficiency—so can we go now?!,"",2025-08-21T22:17:44.818Z
8,E7_Opening_localization,"","",SAY.Dialog:Opening.5.Wedgie,Cool it.,"",2025-08-21T22:17:44.818Z
9,E7_Opening_localization,"","",SAY.Dialog:Opening.10.Wedgie,"If we worked in Slaughter or Shipping, sure, maybe we could be replaced.","",2025-08-21T22:17:44.818Z
10,E7_Opening_localization,"","",SAY.Dialog:Opening.31.Wedgie,But us? No way.,"",2025-08-21T22:17:44.818Z
11,E7_Opening_localization,"","",SAY.Dialog:Opening.32.Wedgie,You can't replace Animal Handling. It's an ART.,"",2025-08-21T22:17:44.818Z
12,E7_Opening_localization,"","",SAY.Dialog:Opening.9.Melvin,"You say that, but I bet Mme. Derriere's already building Robots to go pick up donkeys instead of us.","",2025-08-21T22:17:44.818Z
13,E7_Opening_localization,"","",SAY.Dialog:Opening.8.Wedgie,Robots?!,"",2025-08-21T22:17:44.818Z
14,E7_Opening_localization,"","",SAY.Dialog:Opening.33.Wedgie,When was the last time you saw a Robot?,"",2025-08-21T22:17:44.818Z
15,E7_Opening_localization,"","",SAY.Dialog:Opening.13.Melvin,"Uh... I dunno. The Forklift's automated now, doesn't that count?","",2025-08-21T22:17:44.818Z
16,E7_Opening_localization,"","",SAY.Dialog:Opening.19.Wedgie,"There's a difference between a Machine and a Robot, idiot.","",2025-08-21T22:17:44.818Z
17,E7_Opening_localization,"","",SAY.Dialog:Opening.18.Melvin,What about the self-locking cages in the Holding Facilities?,"",2025-08-21T22:17:44.818Z
18,E7_Opening_localization,"","",SAY.Dialog:Opening.17.Wedgie,What are you talking about? We don't have self-locking cages.,"",2025-08-21T22:17:44.818Z
3,E7_EpisodeTitle_localization,"","",WRITE.Dialog:Localizer.5,EPISODE SEVEN,"",2025-08-21T22:17:44.818Z
4,E7_EpisodeTitle_localization,"","",WRITE.Dialog:Localizer.7,THE FACTORY,"",2025-08-21T22:17:44.818Z
5,E7_EpisodeTitle_localization,"","",WRITE.Dialog:Localizer.8,Press X to Begin,"",2025-08-21T22:17:44.818Z
3,E7_Holding1_localization,"","",SAY.Dialog:Opening.62.Kick Ass,WAKE UP! WAKE UP!,"",2025-08-21T22:17:44.818Z
4,E7_Holding1_localization,"","",SAY.Dialog:Opening.63.Smart Ass,Oof... my head hurts...,"",2025-08-21T22:17:44.818Z
5,E7_Holding1_localization,Branch 1.1. The group went to the Circus and Sad Ass stayed on the Farm.,"",SAY.Dialog:Opening.64.Smart Ass,Where's my Gorilla costume?,"",2025-08-21T22:17:44.818Z
6,E7_Holding1_localization,Jump to line 11.,"",SAY.Dialog:Opening.14.Kick Ass,@#$%&! We're NOT AT THE CIRCUS ANYMORE!,"",2025-08-21T22:17:44.818Z
7,E7_Holding1_localization,Branch 1.2. The group went to the Circus with Sad Ass.,"",SAY.Dialog:Opening.188.Smart Ass,Where's my Gorilla costume?,"",2025-08-21T22:17:44.818Z
8,E7_Holding1_localization,Jump to line 11.,"",SAY.Dialog:Opening.76.Sad Ass,We're not at the Circus anymore...,"",2025-08-21T22:17:44.818Z
9,E7_Holding1_localization,Branch 1.3. The group went to the Zoo.,"",SAY.Dialog:Opening.89.Smart Ass,Is it Monday? Are we starting Ass of the Week?!,"",2025-08-21T22:17:44.818Z
10,E7_Holding1_localization,Jump to line 11.,"",SAY.Dialog:Opening.90.Kick Ass,@#$%&! We're NOT AT THE ZOO ANYMORE!,"",2025-08-21T22:17:44.818Z
11,E7_Holding1_localization,"Branches (1.1, 1.2, 1.3) converge.","",SAY.Dialog:Opening.156.Kick Ass,We're in trouble—REAL TROUBLE.,"",2025-08-21T22:17:44.818Z
12,E7_Holding1_localization,"","",SAY.Dialog:Opening.160.Smart Ass,What?! Where are the others?,"",2025-08-21T22:17:44.818Z
13,E7_Holding1_localization,"","",SAY.Dialog:Opening.164.Kick Ass,Slow Ass wasn't in the Truck-Machine when we got here—,"",2025-08-21T22:17:44.818Z
14,E7_Holding1_localization,"","",SAY.Dialog:Opening.170.Kick Ass,And Big Ass is MISSING.,"",2025-08-21T22:17:44.818Z
15,E7_Holding1_localization,"","",SAY.Dialog:Opening.183.Smart Ass,Big Ass has gotta be around here somewhere.,"",2025-08-21T22:17:44.818Z
16,E7_Holding1_localization,Dialogue option 1. Jump to line 19.,"",MENU.Dialog:Opening.173,Maybe he's still stuck in the Truck-Machine.,"",2025-08-21T22:17:44.818Z
17,E7_Holding1_localization,Dialogue option 2. Jump to line 19.,"",MENU.Dialog:Opening.175,Maybe he couldn't fit in this cage.,"",2025-08-21T22:17:44.818Z
18,E7_Holding1_localization,Dialogue option 3. Jump to line 19.,"",MENU.Dialog:Opening.174,Maybe the Humans mistook him for a Horse.,"",2025-08-21T22:17:44.818Z
19,E7_Holding1_localization,All dialogue options from 3 previous lines converge.,"",SAY.Dialog:Opening.184.Smart Ass,Maybe—,"",2025-08-21T22:17:44.818Z
20,E7_Holding1_localization,"","",SAY.Dialog:Opening.36.???,Don't bother looking for your friend.,"",2025-08-21T22:17:44.818Z
21,E7_Holding1_localization,"","",SAY.Dialog:Opening.102.???,It's too late for him.,"",2025-08-21T22:17:44.818Z
22,E7_Holding1_localization,"","",SAY.Dialog:Opening.99.Kick Ass,@#$%&! Who are YOU?,"",2025-08-21T22:17:44.818Z
23,E7_Holding1_localization,"","",SAY.Dialog:Opening.100.Bleak Ass,The name is Bleak Ass.,"",2025-08-21T22:17:44.818Z
24,E7_Holding1_localization,"","",SAY.Dialog:Opening.103.Bleak Ass,I came here with my Herd.,"",2025-08-21T22:17:44.818Z
25,E7_Holding1_localization,"","",SAY.Dialog:Opening.104.Bleak Ass,We used to work in the mountains carrying books to school children.,"",2025-08-21T22:17:44.818Z
26,E7_Holding1_localization,"","",SAY.Dialog:Opening.168.Bleak Ass,Now I'm the only one of us left.,"",2025-08-21T22:17:44.818Z
27,E7_Holding1_localization,"","",SAY.Dialog:Opening.106.Smart Ass,What is this place?,"",2025-08-21T22:17:44.818Z
28,E7_Holding1_localization,"","",SAY.Dialog:Opening.107.Bleak Ass,It's called a Factory...,"",2025-08-21T22:17:44.818Z
29,E7_Holding1_localization,"","",SAY.Dialog:Opening.108.Bleak Ass,But I call it Hell.,"",2025-08-21T22:17:44.818Z
30,E7_Holding1_localization,"","",SAY.Dialog:Opening.109.Kick Ass,"@#$%&!—Smart Ass, what's the PLAN?!","",2025-08-21T22:17:44.818Z
31,E7_Holding1_localization,"","",SAY.Dialog:Opening.111.Smart Ass,The Plan is:,"",2025-08-21T22:17:44.818Z
32,E7_Holding1_localization,"","",SAY.Dialog:Opening.114.Smart Ass,ONE. We break out of this cage.,"",2025-08-21T22:17:44.818Z
33,E7_Holding1_localization,"","",SAY.Dialog:Opening.113.Smart Ass,TWO. We go find Big Ass.,"",2025-08-21T22:17:44.818Z
34,E7_Holding1_localization,"","",SAY.Dialog:Opening.112.Smart Ass,THREE. We get out of this Factory alive and—I'll tell you the rest later!,"",2025-08-21T22:17:44.818Z
35,E7_Holding1_localization,"","",SAY.Dialog:Opening.115.Smart Ass,Easy.,"",2025-08-21T22:17:44.818Z
36,E7_Holding1_localization,"","",SAY.Dialog:Gate.11.Smart Ass,"Hey, it was unlocked—Step ONE complete!","",2025-08-21T22:17:44.818Z
37,E7_Holding1_localization,Said to either ONE donkey or TWO donkeys. If necessary adapt sentence to avoid Singular / Plural variations in target language.,"",SAY.Dialog:Gate.5.Smart Ass,Stay here while I find us a way out.,"",2025-08-21T22:17:44.818Z
38,E7_Holding1_localization,Once reaching the final gate and leaving the room.,"",SAY.Dialog:Ending.8.Smart Ass,Easy!,"",2025-08-21T22:17:44.818Z
39,E7_Holding1_localization,"","",SAY.Dialog:Ending.10.Bleak Ass,Good luck.,"",2025-08-21T22:17:44.818Z
40,E7_Holding1_localization,"","",SAY.Dialog:Ending.15.Bleak Ass,No one who goes through that door ever comes back....,"",2025-08-21T22:17:44.818Z
41,E7_Holding1_localization,Random NPC lines.,"",SAY.Dialog:Edgy.2.Edgy Ass,What was THAT?!,"",2025-08-21T22:17:44.818Z
42,E7_Holding1_localization,Random NPC lines.,"",SAY.Dialog:Helpful.13.Helpful Ass,It sure helps to have other people looking out for you... will you do the same for me?,"",2025-08-21T22:17:44.818Z
43,E7_Holding1_localization,Random NPC lines.,"",SAY.Dialog:Helpful.19.Helpful Ass,I saw a Human come in and fiddle with that thing on the wall over there.,"",2025-08-21T22:17:44.818Z
44,E7_Holding1_localization,Random NPC lines.,"",SAY.Dialog:Helpful.20.Helpful Ass,Maybe you should touch it?,"",2025-08-21T22:17:44.818Z
45,E7_Holding1_localization,Random NPC lines.,"",SAY.Dialog:Gaunt.2.Gaunt Ass,"Please, do you have any food?","",2025-08-21T22:17:44.818Z
46,E7_Holding1_localization,Random NPC lines.,"",SAY.Dialog:Weepy.2.Weepy Ass,WAAAHH!! I... just want to go home!,"",2025-08-21T22:17:44.818Z
47,E7_Holding1_localization,Random NPC lines.,"",SAY.Dialog:Bleak.2.Bleak Ass,There's only one way out of this place... in a box.,"",2025-08-21T22:17:44.818Z
48,E7_Holding1_localization,Random NPC lines.,"",SAY.Dialog:Busted.2.Busted Ass,I tried to run from the Humans... but they tracked me down and locked me up.,"",2025-08-21T22:17:44.818Z
49,E7_Holding1_localization,Random NPC lines.,"",SAY.Dialog:Sleepy.2.Sleepy Ass,Zzzz... —AHH!— Zzzz...,"",2025-08-21T22:17:44.818Z
50,E7_Holding1_localization,Randomized text that pops up on screen when the player dies.,"",WRITE.Dialog:Localizer.1,That's not it.,"",2025-08-21T22:17:44.818Z
51,E7_Holding1_localization,Randomized text that pops up on screen when the player dies.,"",WRITE.Dialog:Localizer.2,There has to be another way.,"",2025-08-21T22:17:44.818Z
52,E7_Holding1_localization,Randomized text that pops up on screen when the player dies.,"",WRITE.Dialog:Localizer.3,Terrible plan.,"",2025-08-21T22:17:44.818Z
53,E7_Holding1_localization,Randomized text that pops up on screen when the player dies.,"",WRITE.Dialog:Localizer.4,"Come on Smart, you can do better.","",2025-08-21T22:17:44.818Z
54,E7_Holding1_localization,Randomized text that pops up on screen when the player dies.,"",WRITE.Dialog:Localizer.5,Nope.,"",2025-08-21T22:17:44.818Z
55,E7_Holding1_localization,Randomized text that pops up on screen when the player dies.,"",WRITE.Dialog:Localizer.6,Let's try that again...,"",2025-08-21T22:17:44.818Z
56,E7_Holding1_localization,Randomized text that pops up on screen when the player dies.,"",WRITE.Dialog:Localizer.7,You can do this.,"",2025-08-21T22:17:44.818Z
3,E7_Holding2_localization,"","",SAY.Dialog:Opening.9.Skinny Ass,Psst! How did you get out? Are you here to save us?!,"",2025-08-21T22:17:44.818Z
4,E7_Holding2_localization,"","",SAY.Dialog:Opening.11.Smart Ass,We're looking for someone named Big Ass—you seen him?,"",2025-08-21T22:17:44.818Z
5,E7_Holding2_localization,"","",SAY.Dialog:Opening.6.Skinny Ass,Big Ass?,"",2025-08-21T22:17:44.818Z
6,E7_Holding2_localization,"","",SAY.Dialog:Opening.13.Skinny Ass,"No, but I did see a hefty fellow being taken to the next room.","",2025-08-21T22:17:44.818Z
7,E7_Holding2_localization,"","",SAY.Dialog:Opening.12.Skinny Ass,You should hurry...,"",2025-08-21T22:17:44.818Z
8,E7_Holding2_localization,"","",SAY.Dialog:Opening.47.Skinny Ass,"But, whatever you do, don't let those cameras see you.","",2025-08-21T22:17:44.818Z
9,E7_Holding2_localization,"","",SAY.Dialog:Opening.15.Smart Ass,"I got us out of the last room, it's your turn Kick Ass.","",2025-08-21T22:17:44.818Z
10,E7_Holding2_localization,"","",SAY.Dialog:Opening.18.Kick Ass,@#$%&! What do I DO?,"",2025-08-21T22:17:44.818Z
11,E7_Holding2_localization,"","",SAY.Dialog:Opening.17.Smart Ass,Let me think...,"",2025-08-21T22:17:44.818Z
